file	prompt	negative
common/fire_small_flame.png	detailed 16-bit pixel art sprite, single centered subject, chunky readable pixels on a 64x64 logical grid, hard-edged colour clusters with no anti-aliasing, limited palette, hand-placed dithering for every gradient, light source from the upper left, crisp one-pixel rim light along the lower-right contour, one-pixel outline in a darker shade of the subject's own hue and never pure black, fully transparent background, no ground, no frame, no border, no text, three-quarter orthographic view, retro SNES monster-card illustration, crisp and legible at thumbnail size, a small sentient flame, teardrop body tapering to a flickering point at the top, two simple round eyes and a cheerful curved mouth low on the body, tiny arm-like wisps at the sides, one moth silhouette circling near the tip, simple flat silhouette, calm pose, minimal effects, 5 to 7 colours, palette built around #FBCDD4 #FB7185 #EF4444 #B91C1C #7F0F0F	photorealistic, 3d render, octane, blurry, soft focus, anti-aliased edges, smooth gradients, airbrush, jpeg artifacts, noise, text, letters, numbers, watermark, signature, logo, UI elements, card frame, border, nameplate, drop shadow, white background, grey background, checkerboard background, multiple subjects, collage, cropped, out of frame, extra limbs, deformed anatomy, firearms, modern clothing, existing franchise character, recognisable game mascot, anime screenshot
common/fire_lava_worm.png	detailed 16-bit pixel art sprite, single centered subject, chunky readable pixels on a 64x64 logical grid, hard-edged colour clusters with no anti-aliasing, limited palette, hand-placed dithering for every gradient, light source from the upper left, crisp one-pixel rim light along the lower-right contour, one-pixel outline in a darker shade of the subject's own hue and never pure black, fully transparent background, no ground, no frame, no border, no text, three-quarter orthographic view, retro SNES monster-card illustration, crisp and legible at thumbnail size, a thick armoured worm curved into an S shape, overlapping dark carapace plates along its back with molten orange seams glowing between them, blunt eyeless head raised at the front, heat shimmer rising from its spine, simple flat silhouette, calm pose, minimal effects, 5 to 7 colours, palette built around #FBCDD4 #FB7185 #EF4444 #B91C1C #7F0F0F	photorealistic, 3d render, octane, blurry, soft focus, anti-aliased edges, smooth gradients, airbrush, jpeg artifacts, noise, text, letters, numbers, watermark, signature, logo, UI elements, card frame, border, nameplate, drop shadow, white background, grey background, checkerboard background, multiple subjects, collage, cropped, out of frame, extra limbs, deformed anatomy, firearms, modern clothing, existing franchise character, recognisable game mascot, anime screenshot
common/thunder_static_bug.png	detailed 16-bit pixel art sprite, single centered subject, chunky readable pixels on a 64x64 logical grid, hard-edged colour clusters with no anti-aliasing, limited palette, hand-placed dithering for every gradient, light source from the upper left, crisp one-pixel rim light along the lower-right contour, one-pixel outline in a darker shade of the subject's own hue and never pure black, fully transparent background, no ground, no frame, no border, no text, three-quarter orthographic view, retro SNES monster-card illustration, crisp and legible at thumbnail size, a small beetle with two large translucent wings spread wide and raised, compact rounded body below, thin antennae, tiny sparks jumping in the gap between the two wings, delicate vein patterns across the wing membranes, simple flat silhouette, calm pose, minimal effects, 5 to 7 colours, palette built around #EEDFFC #C084FC #A855F7 #7E22CE #591495	photorealistic, 3d render, octane, blurry, soft focus, anti-aliased edges, smooth gradients, airbrush, jpeg artifacts, noise, text, letters, numbers, watermark, signature, logo, UI elements, card frame, border, nameplate, drop shadow, white background, grey background, checkerboard background, multiple subjects, collage, cropped, out of frame, extra limbs, deformed anatomy, firearms, modern clothing, existing franchise character, recognisable game mascot, anime screenshot
common/thunder_cloud_baby.png	detailed 16-bit pixel art sprite, single centered subject, chunky readable pixels on a 64x64 logical grid, hard-edged colour clusters with no anti-aliasing, limited palette, hand-placed dithering for every gradient, light source from the upper left, crisp one-pixel rim light along the lower-right contour, one-pixel outline in a darker shade of the subject's own hue and never pure black, fully transparent background, no ground, no frame, no border, no text, three-quarter orthographic view, retro SNES monster-card illustration, crisp and legible at thumbnail size, a small puffy storm cloud with a face, wide and low silhouette with a bumpy scalloped underside, sulking expression with furrowed brows, one tiny lightning bolt poking out from beneath it, small tuft curling up on top, simple flat silhouette, calm pose, minimal effects, 5 to 7 colours, palette built around #EEDFFC #C084FC #A855F7 #7E22CE #591495	photorealistic, 3d render, octane, blurry, soft focus, anti-aliased edges, smooth gradients, airbrush, jpeg artifacts, noise, text, letters, numbers, watermark, signature, logo, UI elements, card frame, border, nameplate, drop shadow, white background, grey background, checkerboard background, multiple subjects, collage, cropped, out of frame, extra limbs, deformed anatomy, firearms, modern clothing, existing franchise character, recognisable game mascot, anime screenshot
common/ice_snow_ball.png	detailed 16-bit pixel art sprite, single centered subject, chunky readable pixels on a 64x64 logical grid, hard-edged colour clusters with no anti-aliasing, limited palette, hand-placed dithering for every gradient, light source from the upper left, crisp one-pixel rim light along the lower-right contour, one-pixel outline in a darker shade of the subject's own hue and never pure black, fully transparent background, no ground, no frame, no border, no text, three-quarter orthographic view, retro SNES monster-card illustration, crisp and legible at thumbnail size, a snowball creature, near-perfect sphere body with a slightly flattened base, two stubby legs mid-stride, two small dot eyes near the top, a curling trail of frost flowers left on the ground behind it, simple flat silhouette, calm pose, minimal effects, 5 to 7 colours, palette built around #C3F3F9 #67E8F9 #22D3EE #0891B2 #025B71	photorealistic, 3d render, octane, blurry, soft focus, anti-aliased edges, smooth gradients, airbrush, jpeg artifacts, noise, text, letters, numbers, watermark, signature, logo, UI elements, card frame, border, nameplate, drop shadow, white background, grey background, checkerboard background, multiple subjects, collage, cropped, out of frame, extra limbs, deformed anatomy, firearms, modern clothing, existing franchise character, recognisable game mascot, anime screenshot
common/ice_frost_bug.png	detailed 16-bit pixel art sprite, single centered subject, chunky readable pixels on a 64x64 logical grid, hard-edged colour clusters with no anti-aliasing, limited palette, hand-placed dithering for every gradient, light source from the upper left, crisp one-pixel rim light along the lower-right contour, one-pixel outline in a darker shade of the subject's own hue and never pure black, fully transparent background, no ground, no frame, no border, no text, three-quarter orthographic view, retro SNES monster-card illustration, crisp and legible at thumbnail size, a pale larva curled into a C shape, sealed inside a block of clear ice with rounded corners, its segmented body faintly visible through the ice, a hairline crack running down one face of the block, simple flat silhouette, calm pose, minimal effects, 5 to 7 colours, palette built around #C3F3F9 #67E8F9 #22D3EE #0891B2 #025B71	photorealistic, 3d render, octane, blurry, soft focus, anti-aliased edges, smooth gradients, airbrush, jpeg artifacts, noise, text, letters, numbers, watermark, signature, logo, UI elements, card frame, border, nameplate, drop shadow, white background, grey background, checkerboard background, multiple subjects, collage, cropped, out of frame, extra limbs, deformed anatomy, firearms, modern clothing, existing franchise character, recognisable game mascot, anime screenshot
common/rock_rock_beetle.png	detailed 16-bit pixel art sprite, single centered subject, chunky readable pixels on a 64x64 logical grid, hard-edged colour clusters with no anti-aliasing, limited palette, hand-placed dithering for every gradient, light source from the upper left, crisp one-pixel rim light along the lower-right contour, one-pixel outline in a darker shade of the subject's own hue and never pure black, fully transparent background, no ground, no frame, no border, no text, three-quarter orthographic view, retro SNES monster-card illustration, crisp and legible at thumbnail size, a beetle with a thick stone shell, low and wide silhouette seen from a high three-quarter angle, the shell surface cracked into rocky plates with a mineral vein running across it, six short sturdy legs, small head barely emerging from under the shell rim, simple flat silhouette, calm pose, minimal effects, 5 to 7 colours, palette built around #F6D685 #FBBF24 #F59E0B #B45309 #733303	photorealistic, 3d render, octane, blurry, soft focus, anti-aliased edges, smooth gradients, airbrush, jpeg artifacts, noise, text, letters, numbers, watermark, signature, logo, UI elements, card frame, border, nameplate, drop shadow, white background, grey background, checkerboard background, multiple subjects, collage, cropped, out of frame, extra limbs, deformed anatomy, firearms, modern clothing, existing franchise character, recognisable game mascot, anime screenshot
common/rock_miner_rat.png	detailed 16-bit pixel art sprite, single centered subject, chunky readable pixels on a 64x64 logical grid, hard-edged colour clusters with no anti-aliasing, limited palette, hand-placed dithering for every gradient, light source from the upper left, crisp one-pixel rim light along the lower-right contour, one-pixel outline in a darker shade of the subject's own hue and never pure black, fully transparent background, no ground, no frame, no border, no text, three-quarter orthographic view, retro SNES monster-card illustration, crisp and legible at thumbnail size, a bipedal rat miner standing upright, small leather helmet with a glowing lamp on the front, one paw holding a tiny sack over its shoulder, long thin tail curving behind for balance, alert whiskered snout, patched work vest, simple flat silhouette, calm pose, minimal effects, 5 to 7 colours, palette built around #F6D685 #FBBF24 #F59E0B #B45309 #733303	photorealistic, 3d render, octane, blurry, soft focus, anti-aliased edges, smooth gradients, airbrush, jpeg artifacts, noise, text, letters, numbers, watermark, signature, logo, UI elements, card frame, border, nameplate, drop shadow, white background, grey background, checkerboard background, multiple subjects, collage, cropped, out of frame, extra limbs, deformed anatomy, firearms, modern clothing, existing franchise character, recognisable game mascot, anime screenshot
common/grass_herb_pouch.png	detailed 16-bit pixel art sprite, single centered subject, chunky readable pixels on a 64x64 logical grid, hard-edged colour clusters with no anti-aliasing, limited palette, hand-placed dithering for every gradient, light source from the upper left, crisp one-pixel rim light along the lower-right contour, one-pixel outline in a darker shade of the subject's own hue and never pure black, fully transparent background, no ground, no frame, no border, no text, three-quarter orthographic view, retro SNES monster-card illustration, crisp and legible at thumbnail size, a small cloth herb pouch with a drawstring cinched at the neck, body bulging with contents, two sprigs of herb poking out of the opening, coarse woven texture rendered as visible stitch-like pixel rows, a simple leaf emblem stitched on the front, simple flat silhouette, calm pose, minimal effects, 5 to 7 colours, palette built around #9EE6B8 #4ADE80 #22C55E #15803D #09451F	photorealistic, 3d render, octane, blurry, soft focus, anti-aliased edges, smooth gradients, airbrush, jpeg artifacts, noise, text, letters, numbers, watermark, signature, logo, UI elements, card frame, border, nameplate, drop shadow, white background, grey background, checkerboard background, multiple subjects, collage, cropped, out of frame, extra limbs, deformed anatomy, firearms, modern clothing, existing franchise character, recognisable game mascot, anime screenshot
common/water_conch_shell.png	detailed 16-bit pixel art sprite, single centered subject, chunky readable pixels on a 64x64 logical grid, hard-edged colour clusters with no anti-aliasing, limited palette, hand-placed dithering for every gradient, light source from the upper left, crisp one-pixel rim light along the lower-right contour, one-pixel outline in a darker shade of the subject's own hue and never pure black, fully transparent background, no ground, no frame, no border, no text, three-quarter orthographic view, retro SNES monster-card illustration, crisp and legible at thumbnail size, a spiral conch shell resting at an angle, the spiral whorl clearly readable with three visible turns, ribbed ridges following each turn, smooth polished opening facing the viewer, pearlescent sheen on the inner lip, simple flat silhouette, calm pose, minimal effects, 5 to 7 colours, palette built around #BDD8F9 #60A5FA #3B82F6 #1D4ED8 #10359D	photorealistic, 3d render, octane, blurry, soft focus, anti-aliased edges, smooth gradients, airbrush, jpeg artifacts, noise, text, letters, numbers, watermark, signature, logo, UI elements, card frame, border, nameplate, drop shadow, white background, grey background, checkerboard background, multiple subjects, collage, cropped, out of frame, extra limbs, deformed anatomy, firearms, modern clothing, existing franchise character, recognisable game mascot, anime screenshot
common/fire_torch.png	detailed 16-bit pixel art sprite, single centered subject, chunky readable pixels on a 64x64 logical grid, hard-edged colour clusters with no anti-aliasing, limited palette, hand-placed dithering for every gradient, light source from the upper left, crisp one-pixel rim light along the lower-right contour, one-pixel outline in a darker shade of the subject's own hue and never pure black, fully transparent background, no ground, no frame, no border, no text, three-quarter orthographic view, retro SNES monster-card illustration, crisp and legible at thumbnail size, a wooden torch held upright, wrapped cloth head burning with a tall steady flame, bound leather grip on the shaft, three embers rising above the flame, faint scorch marks on the wood below the wrapping, simple flat silhouette, calm pose, minimal effects, 5 to 7 colours, palette built around #FBCDD4 #FB7185 #EF4444 #B91C1C #7F0F0F	photorealistic, 3d render, octane, blurry, soft focus, anti-aliased edges, smooth gradients, airbrush, jpeg artifacts, noise, text, letters, numbers, watermark, signature, logo, UI elements, card frame, border, nameplate, drop shadow, white background, grey background, checkerboard background, multiple subjects, collage, cropped, out of frame, extra limbs, deformed anatomy, firearms, modern clothing, existing franchise character, recognisable game mascot, anime screenshot
common/thunder_battery.png	detailed 16-bit pixel art sprite, single centered subject, chunky readable pixels on a 64x64 logical grid, hard-edged colour clusters with no anti-aliasing, limited palette, hand-placed dithering for every gradient, light source from the upper left, crisp one-pixel rim light along the lower-right contour, one-pixel outline in a darker shade of the subject's own hue and never pure black, fully transparent background, no ground, no frame, no border, no text, three-quarter orthographic view, retro SNES monster-card illustration, crisp and legible at thumbnail size, a cylindrical energy cell standing on end, a raised terminal nub on top, two metal bands around the body, a glowing charge-level window running vertically down the front, small arc of electricity crossing the top terminal, simple flat silhouette, calm pose, minimal effects, 5 to 7 colours, palette built around #EEDFFC #C084FC #A855F7 #7E22CE #591495	photorealistic, 3d render, octane, blurry, soft focus, anti-aliased edges, smooth gradients, airbrush, jpeg artifacts, noise, text, letters, numbers, watermark, signature, logo, UI elements, card frame, border, nameplate, drop shadow, white background, grey background, checkerboard background, multiple subjects, collage, cropped, out of frame, extra limbs, deformed anatomy, firearms, modern clothing, existing franchise character, recognisable game mascot, anime screenshot
common/ice_ice_spike.png	detailed 16-bit pixel art sprite, single centered subject, chunky readable pixels on a 64x64 logical grid, hard-edged colour clusters with no anti-aliasing, limited palette, hand-placed dithering for every gradient, light source from the upper left, crisp one-pixel rim light along the lower-right contour, one-pixel outline in a darker shade of the subject's own hue and never pure black, fully transparent background, no ground, no frame, no border, no text, three-quarter orthographic view, retro SNES monster-card illustration, crisp and legible at thumbnail size, a long tapered icicle hanging point-down, wide at the top and narrowing to a needle tip, internal fracture lines catching the light, a single droplet about to fall from the tip, frost crust across the thick upper portion, simple flat silhouette, calm pose, minimal effects, 5 to 7 colours, palette built around #C3F3F9 #67E8F9 #22D3EE #0891B2 #025B71	photorealistic, 3d render, octane, blurry, soft focus, anti-aliased edges, smooth gradients, airbrush, jpeg artifacts, noise, text, letters, numbers, watermark, signature, logo, UI elements, card frame, border, nameplate, drop shadow, white background, grey background, checkerboard background, multiple subjects, collage, cropped, out of frame, extra limbs, deformed anatomy, firearms, modern clothing, existing franchise character, recognisable game mascot, anime screenshot
common/rock_pickaxe.png	detailed 16-bit pixel art sprite, single centered subject, chunky readable pixels on a 64x64 logical grid, hard-edged colour clusters with no anti-aliasing, limited palette, hand-placed dithering for every gradient, light source from the upper left, crisp one-pixel rim light along the lower-right contour, one-pixel outline in a darker shade of the subject's own hue and never pure black, fully transparent background, no ground, no frame, no border, no text, three-quarter orthographic view, retro SNES monster-card illustration, crisp and legible at thumbnail size, a dwarven pickaxe laid on a strong diagonal, heavy forged double-sided iron head, thick wooden haft bound with leather strapping at the grip, chips and nicks along the striking edge, faint gold flecks embedded in the metal, simple flat silhouette, calm pose, minimal effects, 5 to 7 colours, palette built around #F6D685 #FBBF24 #F59E0B #B45309 #733303	photorealistic, 3d render, octane, blurry, soft focus, anti-aliased edges, smooth gradients, airbrush, jpeg artifacts, noise, text, letters, numbers, watermark, signature, logo, UI elements, card frame, border, nameplate, drop shadow, white background, grey background, checkerboard background, multiple subjects, collage, cropped, out of frame, extra limbs, deformed anatomy, firearms, modern clothing, existing franchise character, recognisable game mascot, anime screenshot
rare/grass_thorn_guard.png	detailed 16-bit pixel art sprite, single centered subject, chunky readable pixels on a 64x64 logical grid, hard-edged colour clusters with no anti-aliasing, limited palette, hand-placed dithering for every gradient, light source from the upper left, crisp one-pixel rim light along the lower-right contour, one-pixel outline in a darker shade of the subject's own hue and never pure black, fully transparent background, no ground, no frame, no border, no text, three-quarter orthographic view, retro SNES monster-card illustration, crisp and legible at thumbnail size, an elite warrior clad in living thorn armour, broad shoulders spiked with outward-curving barbs, a round shield of layered bark held forward, helm woven from vines with only the eyes glowing through, standing braced in a defensive stance, loose petals drifting past, ornate detail, dynamic three-quarter stance, one signature effect layer, rim lighting, 8 to 11 colours, palette built around #9EE6B8 #4ADE80 #22C55E #15803D #09451F	photorealistic, 3d render, octane, blurry, soft focus, anti-aliased edges, smooth gradients, airbrush, jpeg artifacts, noise, text, letters, numbers, watermark, signature, logo, UI elements, card frame, border, nameplate, drop shadow, white background, grey background, checkerboard background, multiple subjects, collage, cropped, out of frame, extra limbs, deformed anatomy, firearms, modern clothing, existing franchise character, recognisable game mascot, anime screenshot
rare/water_tide_herald.png	detailed 16-bit pixel art sprite, single centered subject, chunky readable pixels on a 64x64 logical grid, hard-edged colour clusters with no anti-aliasing, limited palette, hand-placed dithering for every gradient, light source from the upper left, crisp one-pixel rim light along the lower-right contour, one-pixel outline in a darker shade of the subject's own hue and never pure black, fully transparent background, no ground, no frame, no border, no text, three-quarter orthographic view, retro SNES monster-card illustration, crisp and legible at thumbnail size, a robed herald of the tides, flowing garment whose lower hem dissolves into a curling wave, one arm raised with the palm open commanding the water, a crescent of suspended droplets orbiting the raised hand, hood shadowing a calm face, sash streaming sideways, ornate detail, dynamic three-quarter stance, one signature effect layer, rim lighting, 8 to 11 colours, palette built around #BDD8F9 #60A5FA #3B82F6 #1D4ED8 #10359D	photorealistic, 3d render, octane, blurry, soft focus, anti-aliased edges, smooth gradients, airbrush, jpeg artifacts, noise, text, letters, numbers, watermark, signature, logo, UI elements, card frame, border, nameplate, drop shadow, white background, grey background, checkerboard background, multiple subjects, collage, cropped, out of frame, extra limbs, deformed anatomy, firearms, modern clothing, existing franchise character, recognisable game mascot, anime screenshot
